call_addr	protocol_id	size	function	source
0x18017504a	0x0051	?	KPlayerClient::DoLootMoney	JX3LogicEditOperationX64.dll
0x1801751c1	0x017B	?	KPlayerClient::DoMiniGameMsgNotify	JX3LogicEditOperationX64.dll
0x18017533d	0x009A	?	KPlayerClient::DoModifyTongInfoRequest	JX3LogicEditOperationX64.dll
0x1801754e0	0x009B	?	KPlayerClient::DoModifyTongSchemaRequest	JX3LogicEditOperationX64.dll
0x180175593	0x001C	?	KPlayerClient::DoModifyTongSchemaRequest	JX3LogicEditOperationX64.dll
0x180175718	0x001C	?	KPlayerClient::DoMoveExteriorRequest	JX3LogicEditOperationX64.dll
0x180175931	?	?	KPlayerClient::DoMoveHairRequest	JX3LogicEditOperationX64.dll
0x1801759e1	0x00BF	?	KPlayerClient::DoMoveViewPointRequest	JX3LogicEditOperationX64.dll
0x180175a68	0x01C0	?	KPlayerClient::DoNavStop	JX3LogicEditOperationX64.dll
0x180175b4f	0x01BF	0x5B	KPlayerClient::DoNavTo	JX3LogicEditOperationX64.dll
0x180175c8e	0x0198	?	KPlayerClient::DoNpcAssistedMsgNotify	JX3LogicEditOperationX64.dll
0x180175d28	0x004F	?	KPlayerClient::DoNpcAssistedMsgNotify	JX3LogicEditOperationX64.dll
0x180175d7c	0x0139	0xF	KPlayerClient::DoOpenIdenfityRequest	JX3LogicEditOperationX64.dll
0x180175ebe	0x0199	?	KPlayerClient::DoPVPFieldMsgNotify	JX3LogicEditOperationX64.dll
0x180175f5d	0x00CA	0x23	KPlayerClient::DoPayForPeerPayRequest	JX3LogicEditOperationX64.dll
0x180175fea	0x0076	?	KPlayerClient::DoPeekOtherPlayerBook	JX3LogicEditOperationX64.dll
0x180176084	0x0075	?	KPlayerClient::DoPeekOtherPlayerEquip	JX3LogicEditOperationX64.dll
0x18017611c	0x0163	0xF	KPlayerClient::DoPeekOtherPlayerEquipSimpleInfo	JX3LogicEditOperationX64.dll
0x1801761b6	0x00F1	?	KPlayerClient::DoPeekOtherPlayerExterior	JX3LogicEditOperationX64.dll
0x18017624c	0x00F2	0xF	KPlayerClient::DoPeekOtherPlayerPetList	JX3LogicEditOperationX64.dll
0x1801762da	0x0077	?	KPlayerClient::DoPeekOtherPlayerQuest	JX3LogicEditOperationX64.dll
0x180176371	0x01AE	?	KPlayerClient::DoPeekOtherPlayerSkillCollection	JX3LogicEditOperationX64.dll
0x1801763fc	0x01CE	0xF	KPlayerClient::DoPeekOtherPlayerSkillRecipe	JX3LogicEditOperationX64.dll
0x180176491	0x0101	?	KPlayerClient::DoPeekOtherPlayerTalent	JX3LogicEditOperationX64.dll
0x18017651c	0x01CD	0xF	KPlayerClient::DoPeekOtherPlayerTalentSetSlotSkillList	JX3LogicEditOperationX64.dll
0x1801765b1	0x017D	?	KPlayerClient::DoPeekRemoteDataRequest	JX3LogicEditOperationX64.dll
0x18017663c	0x018F	0xF	KPlayerClient::DoPlayBrightMark	JX3LogicEditOperationX64.dll
0x1801766cf	0x0074	?	KPlayerClient::DoPlayerActiveSkillRecipe	JX3LogicEditOperationX64.dll
0x18017682f	0x0073	?	KPlayerClient::DoPlayerLearnRecipe	JX3LogicEditOperationX64.dll
0x18017698f	0x0072	?	KPlayerClient::DoPlayerLearnSkill	JX3LogicEditOperationX64.dll
0x180176a5e	0x0005	?	KPlayerClient::DoPlayerLearnSkill	JX3LogicEditOperationX64.dll
0x180176abc	0x00B9	0xF	KPlayerClient::DoPlayerReviveRequest	JX3LogicEditOperationX64.dll
0x180176b61	0x01B4	0x12	KPlayerClient::DoPutMysteryPendantItemToBox	JX3LogicEditOperationX64.dll
0x180176bed	0x01B3	0xD	KPlayerClient::DoPutMysteryPendantItemToPackage	JX3LogicEditOperationX64.dll
0x180176c9f	0x00A6	?	KPlayerClient::DoPutTongRepertoryItemRequest	JX3LogicEditOperationX64.dll
0x180176d28	0x017E	?	KPlayerClient::DoQueryAvailableInnerChargeRequest	JX3LogicEditOperationX64.dll
0x180176dc1	0x01B7	?	KPlayerClient::DoQueryItemTradingInfoRequest	JX3LogicEditOperationX64.dll
0x180176e92	0x0066	?	KPlayerClient::DoQueryProductIdentity	JX3LogicEditOperationX64.dll
0x180176f1c	0x00BA	0xF	KPlayerClient::DoQueryProductIdentity	JX3LogicEditOperationX64.dll
0x180176fb2	0x0115	?	KPlayerClient::DoRefusePeerPayRequest	JX3LogicEditOperationX64.dll
0x18017703c	0x00C9	0xF	KPlayerClient::DoRefusePeerPayRequest	JX3LogicEditOperationX64.dll
0x1801770f1	0x011C	0x4F	KPlayerClient::DoRegisterMentorOrApprenticePushInfo	JX3LogicEditOperationX64.dll
0x18017720f	0x0124	0x54	KPlayerClient::DoRegisterTeamApply	JX3LogicEditOperationX64.dll
0x180177307	0x0120	0x40	KPlayerClient::DoRegisterTeamPushInfo	JX3LogicEditOperationX64.dll
0x18017738c	0x0150	0xF	KPlayerClient::DoRemoteCompleteQuest	JX3LogicEditOperationX64.dll
0x180177517	0x00B8	?	KPlayerClient::DoRemoteLuaCall	JX3LogicEditOperationX64.dll
0x18017759c	0x018A	0xF	KPlayerClient::DoRemoveEmotionFromFavorites	JX3LogicEditOperationX64.dll
0x1801776e3	0x0195	0x20	KPlayerClient::DoReplaceCoinShopPresetInfo	JX3LogicEditOperationX64.dll
0x18017777f	0x01C9	?	KPlayerClient::DoReportAutoBattle	JX3LogicEditOperationX64.dll
0x1801778a7	0x01C9	?	KPlayerClient::DoReportEngineOptions	JX3LogicEditOperationX64.dll
0x180177af9	0x01EA	0x7F	KPlayerClient::DoReportEngineOptions	JX3LogicEditOperationX64.dll
0x180177d57	?	0x7FF1	KPlayerClient::DoReportOpenedViewList	JX3LogicEditOperationX64.dll
0x180177fac	0x00CC	0xF	KPlayerClient::DoResendPeerPayRequest	JX3LogicEditOperationX64.dll
0x180178041	0x0126	?	KPlayerClient::DoRespondTeamApply	JX3LogicEditOperationX64.dll
0x1801782c9	?	?	KPlayerClient::DoRestoreItemRequest	JX3LogicEditOperationX64.dll
0x18017838d	0x01A3	0x12	KPlayerClient::DoRetrieveNpcExteriorRequest	JX3LogicEditOperationX64.dll
0x18017841a	0x006B	?	KPlayerClient::DoReturnMail	JX3LogicEditOperationX64.dll
0x1801784aa	0x007B	?	KPlayerClient::DoReturnMail	JX3LogicEditOperationX64.dll
0x180178503	0x0078	?	KPlayerClient::DoReturnMail	JX3LogicEditOperationX64.dll
0x18017856a	0x004C	?	KPlayerClient::DoRollItem	JX3LogicEditOperationX64.dll
0x180178672	0x006E	?	KPlayerClient::DoRoutineSync	JX3LogicEditOperationX64.dll
0x1801786bc	0x00A2	0xF	KPlayerClient::DoSaveMoneyInTongRequest	JX3LogicEditOperationX64.dll
0x18017874c	0x01C7	0xF	KPlayerClient::DoScheduleMapAppointmentRequest	JX3LogicEditOperationX64.dll
0x1801787e2	0x01B2	?	KPlayerClient::DoSelectPendent	JX3LogicEditOperationX64.dll
0x180178a4c	0x01BD	0xC	KPlayerClient::DoSelectShowCardDecorationPreset	JX3LogicEditOperationX64.dll
0x180178adc	0x012D	0xF	KPlayerClient::DoSelectSwitchMapWindow	JX3LogicEditOperationX64.dll
0x180178b81	0x00FF	0x1B	KPlayerClient::DoSelectTalentPoint	JX3LogicEditOperationX64.dll
0x180178c13	0x0044	?	KPlayerClient::DoSelectTalentPoint	JX3LogicEditOperationX64.dll
0x180178cd6	0x0170	0x33	KPlayerClient::DoSendCoinShopGrouponInvite	JX3LogicEditOperationX64.dll
0x180178de9	0x007C	?	KPlayerClient::DoSetCurrentDesignationRequest	JX3LogicEditOperationX64.dll
0x180178ffc	0x0064	?	KPlayerClient::DoSetCurrentDesignationRequest	JX3LogicEditOperationX64.dll
0x180179088	0x00BC	?	KPlayerClient::DoSetCurrentDesignationRequest	JX3LogicEditOperationX64.dll
0x18017911d	0x019E	0xD	KPlayerClient::DoSetCurrentSFXRequest	JX3LogicEditOperationX64.dll
0x1801791b1	0x014C	?	KPlayerClient::DoSetEmotionActionDIYInfo	JX3LogicEditOperationX64.dll
0x180179291	0x01B0	?	KPlayerClient::DoSetEquipCustomRepresentData	JX3LogicEditOperationX64.dll
0x180179326	0x01CF	0x13	KPlayerClient::DoSetEquipCustomSFXData	JX3LogicEditOperationX64.dll
0x1801793bc	0x00E0	0xC	KPlayerClient::DoSetFaceDecorationShowRequest	JX3LogicEditOperationX64.dll
0x18017944c	0x0180	0xC	KPlayerClient::DoSetFacePendentHideRequest	JX3LogicEditOperationX64.dll
0x1801794dd	0x0192	0xD	KPlayerClient::DoSetFellowshipCardSkinRequest	JX3LogicEditOperationX64.dll
0x18017956e	0x014E	?	KPlayerClient::DoSetFellowshipCardSkinRequest	JX3LogicEditOperationX64.dll
0x1801795ce	0x015F	?	KPlayerClient::DoSetFellowshipCardSkinRequest	JX3LogicEditOperationX64.dll
0x180179631	0x001F	?	KPlayerClient::DoSetFellowshipCardSkinRequest	JX3LogicEditOperationX64.dll
0x180179696	0x013D	?	KPlayerClient::DoSetHorseEquipPresetDataRequest	JX3LogicEditOperationX64.dll
0x180179737	0x01D9	?	KPlayerClient::DoSetHorseExterior	JX3LogicEditOperationX64.dll
0x1801797ca	0x0069	?	KPlayerClient::DoSetMailRead	JX3LogicEditOperationX64.dll
0x18017985e	0x00F5	?	KPlayerClient::DoSetMailRead	JX3LogicEditOperationX64.dll
0x1801798c1	0x01A6	?	KPlayerClient::DoSetMobileEmotionActionDIYInfo	JX3LogicEditOperationX64.dll
0x180179951	0x01A7	?	KPlayerClient::DoSetMobileHeadEmotionDIYInfo	JX3LogicEditOperationX64.dll
0x1801799eb	0x0194	?	KPlayerClient::DoSetNameCardSkinsRequest	JX3LogicEditOperationX64.dll
0x180179a82	0x01CC	?	KPlayerClient::DoSetPlayerSignatureRequest	JX3LogicEditOperationX64.dll
0x180179b60	0x0118	0x4B	KPlayerClient::DoSetPlayerSignatureRequest	JX3LogicEditOperationX64.dll
0x180179bec	0x00D3	0xF	KPlayerClient::DoSetPlayerSignatureRequest	JX3LogicEditOperationX64.dll
0x180179c43	0x01D6	?	KPlayerClient::DoSetPlayerSignatureRequest	JX3LogicEditOperationX64.dll
0x180179ca1	0x001E	?	KPlayerClient::DoSetPlayerSignatureRequest	JX3LogicEditOperationX64.dll
0x180179de1	0x001E	?	KPlayerClient::DoSetShowCardData	JX3LogicEditOperationX64.dll
0x180179ed8	0x01BC	?	KPlayerClient::DoSetShowCardDecorationPreset	JX3LogicEditOperationX64.dll
0x180179f86	0x01C6	?	KPlayerClient::DoSetShowCardDecorationPresetState	JX3LogicEditOperationX64.dll
0x18017a0ce	0x01B9	?	KPlayerClient::DoSetSlotToSkill	JX3LogicEditOperationX64.dll
0x18017a15f	0x00D8	?	KPlayerClient::DoSetSlotToSkill	JX3LogicEditOperationX64.dll
0x18017a1ae	0x0032	?	KPlayerClient::DoSetSlotToSkill	JX3LogicEditOperationX64.dll
0x18017a20c	0x0185	0xC	KPlayerClient::DoSignUpBFTongLeague	JX3LogicEditOperationX64.dll
0x18017a34b	0x01BA	?	KPlayerClient::DoSocialMsgNotify	JX3LogicEditOperationX64.dll
0x18017a449	0x0010	?	KPlayerClient::DoSocialMsgNotify	JX3LogicEditOperationX64.dll
0x18017a4fe	0x0011	?	KPlayerClient::DoSocialMsgNotify	JX3LogicEditOperationX64.dll
0x18017a597	0x00A9	?	KPlayerClient::DoStackItemInTongRepertoryRequest	JX3LogicEditOperationX64.dll
0x18017a65a	0x00A8	0x15	KPlayerClient::DoStackTongRepertoryItemRequest	JX3LogicEditOperationX64.dll
0x18017a7aa	0x0103	0x21	KPlayerClient::DoStartHoardSkill	JX3LogicEditOperationX64.dll
0x18017a82a	0x001A	?	KPlayerClient::DoStartHoardSkill	JX3LogicEditOperationX64.dll
0x18017a87a	0x0019	?	KPlayerClient::DoStartHoardSkill	JX3LogicEditOperationX64.dll
0x18017a8c8	0x0132	?	KPlayerClient::DoStopCurrentEmotionAction	JX3LogicEditOperationX64.dll
0x18017a95c	0x013B	0xF	KPlayerClient::DoSwitchIdenfityRequest	JX3LogicEditOperationX64.dll
0x18017a9e8	0x0127	?	KPlayerClient::DoSyncApplyPlayerListRequest	JX3LogicEditOperationX64.dll
0x18017aa78	0x0123	?	KPlayerClient::DoSyncApplyTeamListRequest	JX3LogicEditOperationX64.dll
0x18017ab0f	0x0161	?	KPlayerClient::DoSyncBattlefieldCompetitorSkillCDStateRequest	JX3LogicEditOperationX64.dll
0x18017aba8	0x0091	?	KPlayerClient::DoSyncBattlefieldCompetitorSkillCDStateRequest	JX3LogicEditOperationX64.dll
0x18017abfe	0x008F	?	KPlayerClient::DoSyncBattlefieldCompetitorSkillCDStateRequest	JX3LogicEditOperationX64.dll
0x18017ac63	0x0092	?	KPlayerClient::DoSyncBattlefieldCompetitorSkillCDStateRequest	JX3LogicEditOperationX64.dll
0x18017ada4	0x0092	?	KPlayerClient::DoSyncCustomRepresentAction	JX3LogicEditOperationX64.dll
0x18017ae73	0x01E6	?	KPlayerClient::DoSyncExtPointRequest	JX3LogicEditOperationX64.dll
0x18017aefc	0x015A	0xF	KPlayerClient::DoSyncExtPointRequest	JX3LogicEditOperationX64.dll
0x18017b16f	0x0071	0x3B	KPlayerClient::DoSyncSubSkillPosition	JX3LogicEditOperationX64.dll
0x18017b1ee	0x014F	0xF	KPlayerClient::DoSyncSubSkillPosition	JX3LogicEditOperationX64.dll
0x18017b29c	0x01A8	0x1F	KPlayerClient::DoSyncSubSkillPosition	JX3LogicEditOperationX64.dll
0x18017b328	0x00AC	?	KPlayerClient::DoSyncTongDiplomacyDateRequest	JX3LogicEditOperationX64.dll
0x18017b3bc	0x00AA	0xC	KPlayerClient::DoSyncTongHistoryRequest	JX3LogicEditOperationX64.dll
0x18017b4a6	0x00AA	0xC	KPlayerClient::DoSyncUserPreferences	JX3LogicEditOperationX64.dll
0x18017b518	0x0068	?	KPlayerClient::DoTakeMailItemRequest	JX3LogicEditOperationX64.dll
0x18017b5dd	0x0067	?	KPlayerClient::DoTakeMailMoneyRequest	JX3LogicEditOperationX64.dll
0x18017b6b0	0x00CB	?	KPlayerClient::DoTakePeerPayRequest	JX3LogicEditOperationX64.dll
0x18017b781	0x00A5	0x1A	KPlayerClient::DoTakeTongRepertoryItemRequest	JX3LogicEditOperationX64.dll
0x18017b88f	0x00A5	0x1A	KPlayerClient::DoTeamChangeAuthorityRequest	JX3LogicEditOperationX64.dll
0x18017b928	0x002E	?	KPlayerClient::DoTeamChangeAuthorityRequest	JX3LogicEditOperationX64.dll
0x18017b988	0x01AC	?	KPlayerClient::DoTeamChangeAuthorityRequest	JX3LogicEditOperationX64.dll
0x18017b9da	0x002D	?	KPlayerClient::DoTeamChangeAuthorityRequest	JX3LogicEditOperationX64.dll
0x18017bb23	0x002A	?	KPlayerClient::DoTeamSetFormationLeader	JX3LogicEditOperationX64.dll
0x18017bc4a	0x0028	0xF	KPlayerClient::DoTeamSetLootMode	JX3LogicEditOperationX64.dll
0x18017bcff	0x002C	?	KPlayerClient::DoTeamSetMarkRequest	JX3LogicEditOperationX64.dll
0x18017bde3	0x0029	0xF	KPlayerClient::DoTeamSetRollQuality	JX3LogicEditOperationX64.dll
0x18017be44	0x0015	?	KPlayerClient::DoTeamSetRollQuality	JX3LogicEditOperationX64.dll
0x18017bf04	0x01DD	0x87	KPlayerClient::DoTipRequestByGlobalID	JX3LogicEditOperationX64.dll
0x18017c033	0x01DD	0x87	KPlayerClient::DoTipRequestByShareCode	JX3LogicEditOperationX64.dll
0x18017c242	0x003F	?	KPlayerClient::DoTopPendentRequest	JX3LogicEditOperationX64.dll
0x18017c2a2	0x0043	?	KPlayerClient::DoTradingDeleteItem	JX3LogicEditOperationX64.dll
0x18017c32a	0x0040	?	KPlayerClient::DoTradingDeleteItem	JX3LogicEditOperationX64.dll
0x18017c3be	0x003D	?	KPlayerClient::DoTradingDeleteItem	JX3LogicEditOperationX64.dll
0x18017c41d	0x003E	?	KPlayerClient::DoTradingInviteRespond	JX3LogicEditOperationX64.dll
0x18017c4af	0x0041	?	KPlayerClient::DoTradingInviteRespond	JX3LogicEditOperationX64.dll
0x18017c512	0x0042	?	KPlayerClient::DoTradingInviteRespond	JX3LogicEditOperationX64.dll
0x18017c56c	0x0137	0xC	KPlayerClient::DoUnEquipHorseEquipRequest	JX3LogicEditOperationX64.dll
0x18017c601	0x0182	?	KPlayerClient::DoUnRegisterMentorOrApprenticePushInfo	JX3LogicEditOperationX64.dll
0x18017c68c	0x011B	0xC	KPlayerClient::DoUnbindWeiboRequest	JX3LogicEditOperationX64.dll
0x18017c728	0x0125	0xF	KPlayerClient::DoUnregisterTeamApply	JX3LogicEditOperationX64.dll
0x18017c7b8	0x0121	?	KPlayerClient::DoUnregisterTeamPushInfo	JX3LogicEditOperationX64.dll
0x18017c94e	0x015E	?	KPlayerClient::DoUploadClientPerf	JX3LogicEditOperationX64.dll
0x18017ca16	0x0141	0x1B	KPlayerClient::DoUploadPingStatData	JX3LogicEditOperationX64.dll
0x18017cac1	0x01C2	0xE	KPlayerClient::DoUploadShowCardImageRequest	JX3LogicEditOperationX64.dll
0x18017cb4c	0x0177	0xF	KPlayerClient::DoUseFullAngle	JX3LogicEditOperationX64.dll
0x18017cc8e	0x01A4	?	KPlayerClient::DoVideoManagerNotify	JX3LogicEditOperationX64.dll
0x18017cd21	0x0143	?	KPlayerClient::DoVoteCastleFightActivityLowRespond	JX3LogicEditOperationX64.dll
0x18017cdaf	0x0026	?	KPlayerClient::DoVoteRespond	JX3LogicEditOperationX64.dll
0x18017ce28	0x01D7	?	KPlayerClient::DoWantedInfoQueryRequest	JX3LogicEditOperationX64.dll
0x18017ceb8	0x00F8	?	KPlayerClient::DoWantedPlayerPositionQueryRequest	JX3LogicEditOperationX64.dll
0x18017cffe	0x017C	?	KPlayerClient::DoWebProxyServerMsgNotify	JX3LogicEditOperationX64.dll
0x18017d102	0x011A	0x2C	KPlayerClient::DoWeiboTweetConfirmRequest	JX3LogicEditOperationX64.dll
0x18017d19f	0x0048	?	KPlayerClient::DoWithdrawDeposit	JX3LogicEditOperationX64.dll
0x18017d250	0x01DC	0x2F	KPlayerClient::DoWithdrawDeposit	JX3LogicEditOperationX64.dll
0x18018014a	0x0087	0x23	KPlayerClient::DoWithdrawDeposit	JX3LogicEditOperationX64.dll
0x180187aaf	0x0065	?	KPlayerClient::DoWithdrawDeposit	JX3LogicEditOperationX64.dll
0x18018aa02	?	?	KPlayerClient::DoQueryMailContent	JX3LogicEditOperationX64.dll
0x18019891a	?	0xF	KPlayerClient::DoSyncExtPointRequest	JX3LogicEditOperationX64.dll
0x18019c85c	0x00F4	0xF	KPlayerClient::DoSyncExtPointRequest	JX3LogicEditOperationX64.dll
0x18019da2e	0x004D	0xF	KPlayerClient::DoApplyLootList	JX3LogicEditOperationX64.dll
0x18019ed77	0x0001	0x13	KPlayerClient::DoSyncOBCompetitorSkillList	JX3LogicEditOperationX64.dll
0x18019f014	0x014F	0xF	KPlayerClient::DoSyncOBCompetitorSkillList	JX3LogicEditOperationX64.dll
0x18019f0c3	0x0196	0xF	KPlayerClient::DoSyncOBCompetitorSkillList	JX3LogicEditOperationX64.dll
0x1801a3ff6	0x0004	?	KPlayerClient::DoSyncOBCompetitorSkillList	JX3LogicEditOperationX64.dll
0x1801a950a	0x0164	?	KPlayerClient::DoSyncBattlefieldCompetitorsListRequest	JX3LogicEditOperationX64.dll
0x1801ad1a0	0x0001	?	KPlayerClient::DoHandshakeRequest	JX3LogicEditOperationX64.dll
0x1801ad4d4	0x07FF	?	KPlayerClient::DoHandshakeRequest	JX3LogicEditOperationX64.dll
0x1801ad9bc	?	?	KPlayerClient::DoHandshakeRequest	JX3LogicEditOperationX64.dll
